"Формула","Номер терма в формуле","Вид условий","Имя переменной","Действительно с","Действительно по","Тип фиксированного терма","Значение","Валюта","Имя котировки","Вид котировки","Правило расчета","Правило опред. периода: валютный курс","Прав. опред. периода","Вид расчета терма","Фактор 1","Фактор 2","Происхождение котировки"
"Z900025307","30","ZTRM","SPOTCFR_NEASIA_05","2000-01-01 00:00:00","2026-07-31 23:59:59","1","","","&SPOTCFR NEASIA_05","AVR","1","YC102","YQ100","2","0","0","IA"
"Z900025307","40","ZTRM","CONTR_DELIVERED_01","2000-01-01 00:00:00","2026-07-31 23:59:59","1","","","&CONTRDELIVERED_01","AV","1","YC102","YQ100","2","0","0","IL"
"Z900025307","50","ZTRM","KS2","2000-01-01 00:00:00","2026-07-31 23:59:59","5","","","ZF0000000000000002","Z0001","1","YC102","YC102","2","0","0","ZZ"
"Z900025307","60","ZTRM","C","2000-01-01 00:00:00","2026-07-31 23:59:59","H","0.73","","","","1","YC102","YQ100","2","0","0",""
"Z900025307","70","ZTRM","B","2000-01-01 00:00:00","2026-07-31 23:59:59","H","2.19","","","","1","YC102","YQ100","2","0","0",""
"Z900025307","80","ZTRM","A","2000-01-01 00:00:00","2026-07-31 23:59:59","H","0.6059","","","","1","YC102","YQ100","2","0","0",""
"Z900025307","90","ZTRM","D","2000-01-01 00:00:00","2026-07-31 23:59:59","H","14600","","","","1","YC102","YQ100","2","0","0",""
"Z900025307","100","ZTRM","A2","2000-01-01 00:00:00","2026-07-31 23:59:59","H","0.511","","","","1","YC102","YQ100","2","0","0",""
"Z900025307","110","ZTRM","T","2000-01-01 00:00:00","2026-07-31 23:59:59","H","0.8906","","","","1","YC102","YQ100","2","0","0",""
"Z900025714","10","ZTRM","F","2000-01-01 00:00:00","2030-12-31 23:59:59","H","6691.6691","","","","1","YC102","YQ100","2","0","0",""
"Z900025714","20","ZTRM","T","2000-01-01 00:00:00","2030-12-31 23:59:59","A","0.8906","","","","1","YC102","YQ100","2","0","0",""
"Z900022830","10","ZTRM","CFR_TUR_CURRENT","2000-01-01 00:00:00","2026-12-20 23:59:59","1","","","SPOT CFR TURKEY_06","LOW","1","YC100","YQ100","2","0","0","IE"
"Z900022830","20","ZTRM","PREMIUM","2000-01-01 00:00:00","2026-12-20 23:59:59","B","","","","","1","YC100","YQ100","2","0","0",""
"Z900022830","30","ZTRM","DISCOUNT","2000-01-01 00:00:00","2026-12-20 23:59:59","E","0.7081","","","","1","YC100","YQ100","2","0","0",""
"Z900020997","10","ZTRM","CFR_TUR_CURRENT","2000-01-01 00:00:00","2026-12-20 23:59:59","1","","","CFR TURKEYMEORIG05","LOW","1","YC100","YQ100","2","0","0","IE"
"Z900020997","20","ZTRM","PREMIUM","2000-01-01 00:00:00","2026-12-20 23:59:59","B","","","","","1","YC100","YQ100","2","0","0",""
"Z900020997","30","ZTRM","DISCOUNT","2000-01-01 00:00:00","2026-12-20 23:59:59","E","0.7081","","","","1","YC100","YQ100","2","0","0",""
"Z900023939","10","ZTRM","SPOT_CFR_CMP_12","2000-01-01 00:00:00","2026-12-31 23:59:59","1","","","SPOT CFR CMP_12","AVR","1","YC102","YQ100","2","0","0","IA"
"Z900023939","20","ZTRM","Q","2000-01-01 00:00:00","2026-12-31 23:59:59","H","109.5","","","","1","YC102","YQ100","2","0","0",""
"Z900023939","30","ZTRM","I","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.73","","","","1","YC102","YQ100","2","0","0",""
"Z900023939","40","ZTRM","E","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.04745","","","","1","YC102","YQ100","2","0","0",""
"Z900023939","50","ZTRM","C","2000-01-01 00:00:00","2026-12-31 23:59:59","B","14.6","","","","1","YC102","YQ100","2","0","0",""
"Z900023939","60","ZTRM","Y","2000-01-01 00:00:00","2026-12-31 23:59:59","H","219","","","","1","YC102","YQ100","2","0","0",""
"Z900023939","70","ZTRM","U","2000-01-01 00:00:00","2026-12-31 23:59:59","H","73","","","","1","YC102","YQ100","2","0","0",""
"Z900023939","80","ZTRM","O","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.584","","","","1","YC102","YQ100","2","0","0",""
"Z900023939","90","ZTRM","P","2000-01-01 00:00:00","2026-12-31 23:59:59","H","217.54","","","","1","YC102","YQ100","2","0","0",""
"Z900023939","100","ZTRM","D","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.0365","","","","1","YC102","YQ100","2","0","0",""
"Z900023939","110","ZTRM","F","2000-01-01 00:00:00","2026-12-31 23:59:59","B","146","","","","1","YC102","YQ100","2","0","0",""
"Z900023939","120","ZTRM","CUR_$_₱_M","2000-01-01 00:00:00","2026-12-31 23:59:59","5","","","ZF0000000000000002","Z0001","1","YC102","YC102","2","0","0","ZZ"
"Z900023939","130","ZTRM","G","2000-01-01 00:00:00","2026-12-31 23:59:59","H","1827.92","","","","1","YC102","YQ100","2","0","0",""
"Z900023939","140","ZTRM","NDS","2000-01-01 00:00:00","2026-12-31 23:59:59","A","0.876","","","","1","YC102","YQ100","2","0","0",""
"Z900025405","20","ZTRM","A","2000-01-01 00:00:00","2026-12-31 23:59:59","H","0.4015","","","","1","YC102","YQ100","2","0","0",""
"Z900025405","60","ZTRM","B","2000-01-01 00:00:00","2026-12-31 23:59:59","1","","","REG-92 MOSCOW_03","AV","1","YC102","YQ100","2","0","0","SP"
"Z900004073","10","ZTRM","ICIS","2000-01-01 00:00:00","2026-12-31 23:59:59","1","","","SPOT FOB CHINA_01","LOW","1","YC102","YQ100","2","0","0","IA"
"Z900004073","20","ZTRM","D","2000-01-01 00:00:00","2026-12-31 23:59:59","E","5.475","","","","1","YC102","YQ100","2","0","0",""
"Z900004073","30","ZTRM","F","2000-01-01 00:00:00","2026-12-31 23:59:59","C","43.8","","","","1","YC102","YQ100","2","0","0",""
"Z900004073","40","ZTRM","CD","2000-01-01 00:00:00","2026-12-31 23:59:59","D","0.7592","","","","1","YC102","YQ100","2","0","0",""
"Z900004073","50","ZTRM","CUR_$","2000-01-01 00:00:00","2026-12-31 23:59:59","5","","","ZF0000000000000002","Z0001","1","YC102","YC102","2","0","0","ZZ"
"Z900004073","60","ZTRM","VAT","2000-01-01 00:00:00","2026-12-31 23:59:59","A","0.8906","","","","1","YC102","YQ100","2","0","0",""
"Z900004073","70","ZTRM","T","2000-01-01 00:00:00","2026-12-31 23:59:59","B","5329","","","","1","YC102","YQ100","2","0","0",""
"Z900004073","80","ZTRM","I","2000-01-01 00:00:00","2026-12-31 23:59:59","H","902.3238","","","","1","YC102","YQ100","2","0","0",""
"Z900025741","60","ZTRM","M","2000-01-01 00:00:00","2026-12-31 23:59:59","H","10950","","","","1","YC102","YQ100","2","0","0",""
"Z440000322","10","ZTRM","CFR_TUR_CURRENT","2000-01-01 00:00:00","2027-01-31 23:59:59","1","","","SPOT CFR TURKEY_06","LOW","1","YC200","YQ200","2","0","0","IE"
"Z440000322","20","ZTRM","DISCOUNT","2000-01-01 00:00:00","2027-01-31 23:59:59","E","0.0219","","","","1","YC200","YQ200","2","0","0",""
"Z440000322","30","ZTRM","0","2000-01-01 00:00:00","2027-01-31 23:59:59","B","","","","","1","YC200","YQ200","2","0","0",""
"Z440000322","40","ZTRM","25","2000-01-01 00:00:00","2027-01-31 23:59:59","B","18.25","","","","1","YC200","YQ200","2","0","0",""
"Z440000322","50","ZTRM","30","2000-01-01 00:00:00","2027-01-31 23:59:59","B","21.9","","","","1","YC200","YQ200","2","0","0",""
"Z440000323","10","ZTRM","CFR_TUR_CURRENT","2000-01-01 00:00:00","2027-01-31 23:59:59","1","","","CFR TURKEYMEORIG05","LOW","1","YC200","YQ200","2","0","0","IE"
"Z440000323","20","ZTRM","DISCOUNT","2000-01-01 00:00:00","2027-01-31 23:59:59","E","0.01679","","","","1","YC200","YQ200","2","0","0",""
"Z440000323","30","ZTRM","0","2000-01-01 00:00:00","2027-01-31 23:59:59","B","","","","","1","YC200","YQ200","2","0","0",""
"Z440000323","40","ZTRM","25","2000-01-01 00:00:00","2027-01-31 23:59:59","B","18.25","","","","1","YC200","YQ200","2","0","0",""
"Z440000323","50","ZTRM","30","2000-01-01 00:00:00","2027-01-31 23:59:59","B","21.9","","","","1","YC200","YQ200","2","0","0",""
"Z900020990","10","ZTRM","CFR_TUR_CURRENT","2000-01-01 00:00:00","2026-12-20 23:59:59","1","","","SPOT CFR TURKEY_06","LOW","1","YC100","YQ100","2","0","0","IE"
"Z900020990","20","ZTRM","PREMIUM","2000-01-01 00:00:00","2026-12-20 23:59:59","B","","","","","1","YC100","YQ100","2","0","0",""
"Z900020990","30","ZTRM","DISCOUNT","2000-01-01 00:00:00","2026-12-20 23:59:59","E","0.7081","","","","1","YC100","YQ100","2","0","0",""
"Z900020992","10","ZTRM","CFR_TUR_CURRENT","2000-01-01 00:00:00","2026-12-20 23:59:59","1","","","SPOT CFR TURKEY_06","LOW","1","YC100","YQ100","2","0","0","IE"
"Z900020992","20","ZTRM","PREMIUM","2000-01-01 00:00:00","2026-12-20 23:59:59","B","","","","","1","YC100","YQ100","2","0","0",""
"Z900020992","30","ZTRM","DISCOUNT","2000-01-01 00:00:00","2026-12-20 23:59:59","E","0.7081","","","","1","YC100","YQ100","2","0","0",""
"Z900020993","10","ZTRM","CFR_TUR_CURRENT","2000-01-01 00:00:00","2026-12-20 23:59:59","1","","","SPOT CFR TURKEY_06","LOW","1","YC100","YQ100","2","0","0","IE"
"Z900020993","20","ZTRM","PREMIUM","2000-01-01 00:00:00","2026-12-20 23:59:59","B","","","","","1","YC100","YQ100","2","0","0",""
"Z900020993","30","ZTRM","DISCOUNT","2000-01-01 00:00:00","2026-12-20 23:59:59","E","0.7081","","","","1","YC100","YQ100","2","0","0",""
"Z900020994","10","ZTRM","CFR_TUR_CURRENT","2000-01-01 00:00:00","2026-12-20 23:59:59","1","","","SPOT CFR TURKEY_06","LOW","1","YC100","YQ100","2","0","0","IE"
"Z900020994","20","ZTRM","PREMIUM","2000-01-01 00:00:00","2026-12-20 23:59:59","B","","","","","1","YC100","YQ100","2","0","0",""
"Z900020994","30","ZTRM","DISCOUNT","2000-01-01 00:00:00","2026-12-20 23:59:59","E","0.7081","","","","1","YC100","YQ100","2","0","0",""
"Z900022461","10","ZTRM","SPOT_CFR_CMP_08","2000-01-01 00:00:00","2028-12-31 23:59:59","1","","","SPOT CFR CMP_08","AVR","1","YC102","YQ100","2","0","0","IA"
"Z900022461","20","ZTRM","A","2000-01-01 00:00:00","2028-12-31 23:59:59","H","0.74095","","","","1","YC102","YQ100","2","0","0",""
"Z900022461","30","ZTRM","B","2000-01-01 00:00:00","2028-12-31 23:59:59","H","0.73","","","","1","YC102","YQ100","2","0","0",""
"Z900022461","40","ZTRM","P","2000-01-01 00:00:00","2028-12-31 23:59:59","D","0.04745","","","","1","YC102","YQ100","2","0","0",""
"Z900022461","60","ZTRM","T","2000-01-01 00:00:00","2028-12-31 23:59:59","B","14.6","","","","1","YC102","YQ100","2","0","0",""
"Z900022461","70","ZTRM","C","2000-01-01 00:00:00","2028-12-31 23:59:59","H","219","","","","1","YC102","YQ100","2","0","0",""
"Z900022461","80","ZTRM","E","2000-01-01 00:00:00","2028-12-31 23:59:59","H","73","","","","1","YC102","YQ100","2","0","0",""
"Z900022461","90","ZTRM","T1","2000-01-01 00:00:00","2028-12-31 23:59:59","B","4562.5","","","","1","YC102","YQ100","2","0","0",""
"Z900022461","100","ZTRM","M","2000-01-01 00:00:00","2028-12-31 23:59:59","H","36.5","","","","1","YC102","YQ100","2","0","0",""
"Z900022461","110","ZTRM","P1","2000-01-01 00:00:00","2028-12-31 23:59:59","D","0.0365","","","","1","YC102","YQ100","2","0","0",""
"Z900022461","130","ZTRM","F","2000-01-01 00:00:00","2028-12-31 23:59:59","H","219","","","","1","YC102","YQ100","2","0","0",""
"Z900022461","140","ZTRM","G","2000-01-01 00:00:00","2028-12-31 23:59:59","H","","","","","1","YC102","YQ100","2","0","0",""
"Z900022461","150","ZTRM","T2","2000-01-01 00:00:00","2028-12-31 23:59:59","B","2701","","","","1","YC102","YQ100","2","0","0",""
"Z900022461","160","ZTRM","M1","2000-01-01 00:00:00","2028-12-31 23:59:59","H","18.25","","","","1","YC102","YQ100","2","0","0",""
"Z900022461","170","ZTRM","CUR_$_₱_M","2000-01-01 00:00:00","2028-12-31 23:59:59","5","","","ZF0000000000000002","Z0001","1","YC102","YC102","2","0","0","ZZ"
"Z900022461","180","ZTRM","NDS","2000-01-01 00:00:00","2028-12-31 23:59:59","A","0.876","","","","1","YC102","YQ100","2","0","0",""
"Z900022461","190","ZTRM","Y","2000-01-01 00:00:00","2028-12-31 23:59:59","H","8.03","","","","1","YC102","YQ100","2","0","0",""
"Z900022461","200","ZTRM","V","2000-01-01 00:00:00","2028-12-31 23:59:59","H","1.46","","","","1","YC102","YQ100","2","0","0",""
"Z900022461","210","ZTRM","N","2000-01-01 00:00:00","2028-12-31 23:59:59","H","10.22","","","","1","YC102","YQ100","2","0","0",""
"Z900022461","220","ZTRM","W","2000-01-01 00:00:00","2028-12-31 23:59:59","H","36.5","","","","1","YC102","YQ100","2","0","0",""
"Z900022461","230","ZTRM","R","2000-01-01 00:00:00","2028-12-31 23:59:59","H","335.07","","","","1","YC102","YQ100","2","0","0",""
"Z430000106","10","ZTRM","CFR_CHINA","2000-01-01 00:00:00","2026-12-31 23:59:59","1","","","SPOT CFR CMP_08","AVR","1","YC200","YQ200","2","0","0","IA"
"Z430000106","60","ZTRM","CUR_$_¥_PBC","2000-01-01 00:00:00","2026-12-31 23:59:59","5","","","ZF0000000000000012","Z0001","1","YC200","YQ200","2","0","0","ZZ"
"Z900024796","10","ZTRM","R1","2000-01-01 00:00:00","2026-12-31 23:59:59","1","","","SPOT CFR CMP_11","AVR","1","YC102","YQ100","2","0","0","IA"
"Z900024796","20","ZTRM","R2","2000-01-01 00:00:00","2026-12-31 23:59:59","H","73","","","","1","YC102","YQ100","2","0","0",""
"Z900024796","30","ZTRM","R3","2000-01-01 00:00:00","2026-12-31 23:59:59","B","124.1","","","","1","YC102","YQ100","2","0","0",""
"Z900024796","40","ZTRM","R4","2000-01-01 00:00:00","2026-12-31 23:59:59","5","","","ZF0000000000000002","Z0001","1","YC102","YC102","2","0","0","ZZ"
"Z900024796","50","ZTRM","R5","2000-01-01 00:00:00","2026-12-31 23:59:59","B","124.1","","","","1","YC102","YQ100","2","0","0",""
"Z900024796","60","ZTRM","DUTY","2000-01-01 00:00:00","2026-12-31 23:59:59","D","0.77745","","","","1","YC102","YQ100","2","0","0",""
